EventID,SportID,VenueID,Event,Year,Season
3791,7,12,Badminton Men's Doubles,2004,Summer
3792,7,10,Badminton Men's Doubles,2008,Summer
3793,24,16,"Canoeing Men's Kayak Doubles, 10,000 metres",1936,Summer
3794,19,9,Shooting Men's Trap,1912,Summer
3795,19,9,"Shooting Men's Trap, Team",1912,Summer
3796,2,8,Judo Women's Half-Heavyweight,1996,Summer
3797,20,20,Boxing Men's Welterweight,1976,Summer
3798,16,14,Rowing Men's Coxless Pairs,1972,Summer
3799,6,18,Swimming Men's 200 metres Butterfly,1960,Summer
3800,8,14,Sailing Mixed One Person Dinghy,1972,Summer
3801,19,21,"Shooting Mixed Running Target, 50 metres",1980,Summer
3802,12,5,Weightlifting Men's Featherweight,1932,Summer
3803,6,6,Swimming Men's 100 metres Backstroke,1952,Summer
3804,6,17,Swimming Men's 100 metres Backstroke,1956,Summer
3805,5,18,Athletics Men's 20 kilometres Walk,1960,Summer
3806,13,9,"Wrestling Men's Heavyweight, Greco-Roman",1912,Summer
3807,8,12,Sailing Mixed Multihull,2004,Summer
3808,6,14,Swimming Men's 200 metres Butterfly,1972,Summer
3809,5,16,"Athletics Men's 1,500 metres",1936,Summer
3810,29,2,Archery Men's Double York Round,1908,Summer
3811,5,1,Athletics Men's Javelin Throw,1992,Summer
3812,5,8,Athletics Men's Javelin Throw,1996,Summer
3813,5,12,Athletics Men's Javelin Throw,2004,Summer
3814,24,6,"Canoeing Men's Canadian Singles, 10,000 metres",1952,Summer
3815,24,5,"Canoeing Men's Canadian Singles, 500 metres",1984,Summer
3816,24,5,"Canoeing Men's Canadian Singles, 1,000 metres",1984,Summer
3817,5,3,"Athletics Men's 5,000 metres",1920,Summer
3818,5,23,"Athletics Men's 1,500 metres",1904,Summer
3819,5,2,Athletics Men's 400 metres Hurdles,1908,Summer
3820,13,4,"Wrestling Men's Welterweight, Freestyle",1924,Summer
3821,13,4,"Wrestling Men's Lightweight, Freestyle",1924,Summer
3822,19,11,Shooting Women's Skeet,2016,Summer
3823,13,8,"Wrestling Men's Light-Heavyweight, Freestyle",1996,Summer
3824,5,5,Athletics Men's Decathlon,1932,Summer
3825,5,16,Athletics Men's Decathlon,1936,Summer
3826,5,18,Athletics Women's 4 x 100 metres Relay,1960,Summer
3827,2,10,Judo Women's Lightweight,2008,Summer
3828,5,18,Athletics Women's Long Jump,1960,Summer
3829,20,13,Boxing Men's Flyweight,1968,Summer
3830,16,5,Rowing Women's Coxed Quadruple Sculls,1984,Summer
3831,5,14,Athletics Men's 50 kilometres Walk,1972,Summer
3832,39,3,Rugby Men's Rugby,1920,Summer
3833,32,12,Table Tennis Women's Singles,2004,Summer
3834,6,20,Swimming Men's 200 metres Freestyle,1976,Summer
3835,2,15,Judo Men's Heavyweight,1988,Summer
3836,13,4,"Wrestling Men's Heavyweight, Greco-Roman",1924,Summer
3837,13,19,"Wrestling Men's Heavyweight, Greco-Roman",1928,Summer
3838,20,20,Boxing Men's Heavyweight,1976,Summer
3839,13,10,"Wrestling Women's Middleweight, Freestyle",2008,Summer
3840,18,3,"Equestrianism Men's Vaulting, Individual",1920,Summer
3841,29,8,Archery Men's Team,1996,Summer
3842,9,15,Gymnastics Women's Team All-Around,1988,Summer
3843,7,11,Badminton Women's Singles,2016,Summer
3844,5,13,Athletics Women's Shot Put,1968,Summer
3845,20,17,Boxing Men's Lightweight,1956,Summer
3846,13,12,"Wrestling Men's Welterweight, Freestyle",2004,Summer
3847,13,20,"Wrestling Men's Flyweight, Greco-Roman",1976,Summer
3848,16,17,Rowing Men's Coxless Pairs,1956,Summer
3849,13,1,"Wrestling Men's Light-Heavyweight, Freestyle",1992,Summer
3850,12,13,Weightlifting Men's Bantamweight,1968,Summer
3851,12,14,Weightlifting Men's Bantamweight,1972,Summer
3852,6,2,Swimming Men's 4 x 200 metres Freestyle Relay,1948,Summer
3853,2,7,Judo Men's Half-Heavyweight,2000,Summer
3854,23,21,Diving Men's Springboard,1980,Summer
3855,5,6,Athletics Women's Discus Throw,1952,Summer
3856,21,10,Taekwondo Men's Welterweight,2008,Summer
3857,21,10,Taekwondo Women's Featherweight,2008,Summer
3858,16,2,Rowing Men's Double Sculls,2012,Summer
3859,13,5,"Wrestling Men's Bantamweight, Greco-Roman",1984,Summer
3860,24,12,"Canoeing Men's Canadian Doubles, Slalom",2004,Summer
3861,29,12,Archery Women's Individual,2004,Summer
3862,6,12,Swimming Men's 4 x 250 metres Freestyle Relay,1906,Summer
3863,22,2,Cycling Men's BMX,2012,Summer
3864,5,5,"Athletics Men's 5,000 metres",1932,Summer
3865,5,5,"Athletics Men's 3,000 metres Steeplechase",1932,Summer
3866,17,18,"Fencing Women's Foil, Team",1960,Summer
3867,5,17,Athletics Men's 800 metres,1956,Summer
3868,22,8,Cycling Women's Individual Time Trial,1996,Summer
3869,22,10,Cycling Women's BMX,2008,Summer
3870,2,7,Judo Women's Half-Lightweight,2000,Summer
3871,6,4,Swimming Men's 100 metres Freestyle,1924,Summer
3872,13,2,"Wrestling Men's Lightweight, Freestyle",1908,Summer
3873,24,2,"Canoeing Men's Canadian Doubles, Slalom",2012,Summer
3874,16,20,Rowing Men's Double Sculls,1976,Summer
3875,16,21,Rowing Men's Double Sculls,1980,Summer
3876,13,4,"Wrestling Men's Light-Heavyweight, Freestyle",1924,Summer
3877,10,5,"Art Competitions Mixed Architecture, Architectural Designs",1932,Summer
3878,6,10,Swimming Women's 4 x 200 metres Freestyle Relay,2008,Summer
3879,6,17,Swimming Women's 100 metres Butterfly,1956,Summer
3880,21,12,Taekwondo Women's Welterweight,2004,Summer
3881,6,1,Swimming Men's 400 metres Individual Medley,1992,Summer
3882,13,6,"Wrestling Men's Flyweight, Freestyle",1952,Summer
3883,26,21,Modern Pentathlon Men's Individual,1980,Summer
3884,26,21,Modern Pentathlon Men's Team,1980,Summer
3885,2,14,Judo Men's Open Class,1972,Summer
3886,6,7,Swimming Women's 200 metres Breaststroke,2000,Summer
3887,6,7,Swimming Women's 100 metres Backstroke,2000,Summer
3888,13,10,"Wrestling Women's Flyweight, Freestyle",2008,Summer
3889,25,11,Tennis Men's Doubles,2016,Summer
3890,23,14,Diving Men's Springboard,1972,Summer
3891,2,11,Judo Men's Middleweight,2016,Summer
3892,12,7,Weightlifting Women's Super-Heavyweight,2000,Summer
3893,16,1,Rowing Women's Double Sculls,1992,Summer
3894,5,1,Athletics Men's 50 kilometres Walk,1992,Summer
3895,5,8,Athletics Men's 50 kilometres Walk,1996,Summer
3896,23,2,Diving Men's Springboard,1908,Summer
3897,19,2,"Shooting Men's Free Pistol, 50 metres",2012,Summer
3898,2,14,Judo Men's Lightweight,1972,Summer
3899,10,16,"Art Competitions Mixed Architecture, Architectural Designs",1936,Summer
3900,26,14,Modern Pentathlon Men's Individual,1972,Summer
3901,26,14,Modern Pentathlon Men's Team,1972,Summer
3902,5,6,Athletics Men's 800 metres,1952,Summer
3903,12,13,Weightlifting Men's Middleweight,1968,Summer
3904,32,10,Table Tennis Women's Team,2008,Summer
3905,19,10,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2008,Summer
3906,24,7,"Canoeing Women's Kayak Doubles, 500 metres",2000,Summer
3907,5,2,Athletics Men's Pole Vault,1948,Summer
3908,2,8,Judo Men's Half-Middleweight,1996,Summer
3909,13,2,"Wrestling Men's Flyweight, Freestyle",1948,Summer
3910,6,11,Swimming Men's 100 metres Breaststroke,2016,Summer
3911,5,17,Athletics Women's High Jump,1956,Summer
3912,5,22,Athletics Women's High Jump,1964,Summer
3913,8,21,Sailing Mixed One Person Dinghy,1980,Summer
3914,5,7,Athletics Women's Hammer Throw,2000,Summer
3915,5,12,Athletics Women's Hammer Throw,2004,Summer
3916,16,22,Rowing Men's Coxless Fours,1964,Summer
3917,13,17,"Wrestling Men's Welterweight, Freestyle",1956,Summer
3918,23,4,Diving Men's Springboard,1924,Summer
3919,23,19,Diving Men's Springboard,1928,Summer
3920,29,21,Archery Men's Individual,1980,Summer
3921,23,3,Diving Men's Springboard,1920,Summer
3922,24,7,"Canoeing Men's Canadian Singles, 500 metres",2000,Summer
3923,24,7,"Canoeing Men's Canadian Singles, 1,000 metres",2000,Summer
3924,24,12,"Canoeing Men's Canadian Doubles, 500 metres",2004,Summer
3925,24,12,"Canoeing Men's Canadian Doubles, 1,000 metres",2004,Summer
3926,6,14,Swimming Men's 100 metres Breaststroke,1972,Summer
3927,6,14,Swimming Men's 200 metres Breaststroke,1972,Summer
3928,6,20,Swimming Men's 100 metres Breaststroke,1976,Summer
3929,24,10,"Canoeing Men's Kayak Doubles, 500 metres",2008,Summer
3930,24,2,"Canoeing Men's Kayak Singles, 200 metres",2012,Summer
3931,22,12,"Cycling Men's Team Pursuit, 4,000 metres",2004,Summer
3932,12,16,Weightlifting Men's Lightweight,1936,Summer
3933,19,15,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1988,Summer
3934,17,3,"Fencing Men's Sabre, Individual",1920,Summer
3935,17,3,"Fencing Men's Sabre, Team",1920,Summer
3936,34,8,Rhythmic Gymnastics Women's Group,1996,Summer
3937,19,2,"Shooting Men's Free Rifle, Three Positions, 300 metres",1948,Summer
3938,24,17,"Canoeing Men's Kayak Singles, 10,000 metres",1956,Summer
3939,13,9,"Wrestling Men's Lightweight, Greco-Roman",1912,Summer
3940,13,3,"Wrestling Men's Middleweight, Greco-Roman",1920,Summer
3941,20,1,Boxing Men's Featherweight,1992,Summer
3942,16,2,Rowing Men's Coxless Fours,1908,Summer
3943,16,2,Rowing Men's Coxed Eights,1908,Summer
3944,6,12,Swimming Women's 200 metres Breaststroke,2004,Summer
3945,6,10,Swimming Women's 100 metres Breaststroke,2008,Summer
3946,20,8,Boxing Men's Heavyweight,1996,Summer
3947,5,8,Athletics Women's Triple Jump,1996,Summer
3948,22,14,"Cycling Men's Tandem Sprint, 2,000 metres",1972,Summer
3949,13,19,"Wrestling Men's Middleweight, Greco-Roman",1928,Summer
3950,18,1,"Equestrianism Mixed Dressage, Individual",1992,Summer
3951,18,1,"Equestrianism Mixed Dressage, Team",1992,Summer
3952,18,8,"Equestrianism Mixed Dressage, Individual",1996,Summer
3953,18,8,"Equestrianism Mixed Dressage, Team",1996,Summer
3954,12,14,Weightlifting Men's Heavyweight,1972,Summer
3955,5,19,Athletics Men's 400 metres,1928,Summer
3956,13,13,"Wrestling Men's Middleweight, Freestyle",1968,Summer
3957,6,22,Swimming Women's 100 metres Backstroke,1964,Summer
3958,22,1,Cycling Women's Sprint,1992,Summer
3959,22,8,Cycling Women's Sprint,1996,Summer
3960,22,7,Cycling Women's Sprint,2000,Summer
3961,22,7,Cycling Women's 500 metres Time Trial,2000,Summer
3962,13,22,"Wrestling Men's Featherweight, Greco-Roman",1964,Summer
3963,6,22,Swimming Women's 100 metres Butterfly,1964,Summer
3964,6,1,Swimming Men's 200 metres Butterfly,1992,Summer
3965,8,8,Sailing Mixed Multihull,1996,Summer
3966,8,7,Sailing Mixed Multihull,2000,Summer
3967,5,17,"Athletics Men's 1,500 metres",1956,Summer
3968,6,2,Swimming Women's 100 metres Backstroke,1948,Summer
3969,25,12,Tennis Men's Singles,1906,Summer
3970,25,12,Tennis Men's Doubles,1906,Summer
3971,26,7,Modern Pentathlon Men's Individual,2000,Summer
3972,26,10,Modern Pentathlon Men's Individual,2008,Summer
3973,19,12,Shooting Women's Trap,2004,Summer
3974,19,12,Shooting Women's Double Trap,2004,Summer
3975,17,14,"Fencing Women's Foil, Individual",1972,Summer
3976,16,12,Rowing Men's 6-Man Naval Rowing Boats,1906,Summer
3977,12,1,Weightlifting Men's Featherweight,1992,Summer
3978,19,1,"Shooting Men's Rapid-Fire Pistol, 25 metres",1992,Summer
3979,16,14,Rowing Men's Single Sculls,1972,Summer
3980,10,16,"Art Competitions Mixed Sculpturing, Unknown Event",1936,Summer
3981,20,7,Boxing Men's Light-Middleweight,2000,Summer
3982,13,5,"Wrestling Men's Welterweight, Freestyle",1984,Summer
3983,10,4,Art Competitions Mixed Music,1924,Summer
3984,16,5,Rowing Men's Coxed Fours,1932,Summer
3985,13,2,"Wrestling Men's Light-Heavyweight, Greco-Roman",1908,Summer
3986,13,2,"Wrestling Men's Heavyweight, Freestyle",1908,Summer
3987,22,20,"Cycling Men's Team Pursuit, 4,000 metres",1976,Summer
3988,20,11,Boxing Women's Middleweight,2016,Summer
3989,16,1,Rowing Men's Coxed Fours,1992,Summer
3990,6,2,Swimming Women's 400 metres Individual Medley,2012,Summer
3991,10,2,"Art Competitions Mixed Sculpturing, Statues",1948,Summer
3992,29,12,Archery Women's Team,2004,Summer
3993,24,18,"Canoeing Women's Kayak Singles, 500 metres",1960,Summer
3994,24,18,"Canoeing Women's Kayak Doubles, 500 metres",1960,Summer
3995,5,4,Athletics Men's 800 metres,1900,Summer
3996,19,1,"Shooting Women's Air Pistol, 10 metres",1992,Summer
3997,19,1,"Shooting Women's Sporting Pistol, 25 metres",1992,Summer
3998,12,5,Weightlifting Men's Flyweight,1984,Summer
3999,5,15,Athletics Women's 100 metres Hurdles,1988,Summer
4000,32,12,Table Tennis Women's Doubles,2004,Summer
4001,30,14,Volleyball Women's Volleyball,1972,Summer
4002,24,14,"Canoeing Men's Kayak Singles, Slalom",1972,Summer
4003,22,20,"Cycling Men's 1,000 metres Time Trial",1976,Summer
4004,22,15,"Cycling Women's Road Race, Individual",1988,Summer
4005,24,15,"Canoeing Men's Kayak Singles, 1,000 metres",1988,Summer
4006,8,17,Sailing Mixed Two Person Keelboat,1956,Summer
4007,10,2,"Art Competitions Mixed Painting, Paintings",1948,Summer
4008,16,16,Rowing Men's Single Sculls,1936,Summer
4009,17,8,"Fencing Men's Sabre, Individual",1996,Summer
4010,17,8,"Fencing Men's Sabre, Team",1996,Summer
4011,24,12,"Canoeing Men's Kayak Doubles, 1,000 metres",2004,Summer
4012,6,7,Swimming Women's 200 metres Freestyle,2000,Summer
4013,23,4,Diving Women's Springboard,1924,Summer
4014,5,17,Athletics Men's Shot Put,1956,Summer
4015,17,10,"Fencing Women's Sabre, Individual",2008,Summer
4016,17,10,"Fencing Women's Sabre, Team",2008,Summer
4017,22,17,"Cycling Men's Team Pursuit, 4,000 metres",1956,Summer
4018,16,2,Rowing Women's Quadruple Sculls,2012,Summer
4019,12,17,Weightlifting Men's Middle-Heavyweight,1956,Summer
4020,12,18,Weightlifting Men's Middle-Heavyweight,1960,Summer
4021,25,7,Tennis Women's Doubles,2000,Summer
4022,5,18,"Athletics Men's 1,500 metres",1960,Summer
4023,23,14,Diving Women's Springboard,1972,Summer
4024,23,14,Diving Women's Platform,1972,Summer
4025,23,20,Diving Women's Springboard,1976,Summer
4026,23,20,Diving Women's Platform,1976,Summer
4027,12,15,Weightlifting Men's Heavyweight II,1988,Summer
4028,13,1,"Wrestling Men's Lightweight, Greco-Roman",1992,Summer
4029,6,8,Swimming Women's 4 x 100 metres Freestyle Relay,1996,Summer
4030,6,10,Swimming Women's 200 metres Individual Medley,2008,Summer
4031,6,5,Swimming Men's 4 x 200 metres Freestyle Relay,1932,Summer
4032,13,17,"Wrestling Men's Flyweight, Greco-Roman",1956,Summer
4033,22,13,"Cycling Men's Tandem Sprint, 2,000 metres",1968,Summer
4034,19,4,"Shooting Men's Free Rifle, Three Positions, 300 metres",1900,Summer
4035,19,4,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",1900,Summer
4036,19,4,"Shooting Men's Free Rifle, Kneeling, 300 metres",1900,Summer
4037,19,4,"Shooting Men's Free Rifle, Prone, 300 metres",1900,Summer
4038,19,4,"Shooting Men's Free Rifle, Standing, 300 metres",1900,Summer
4039,24,7,"Canoeing Men's Canadian Doubles, 500 metres",2000,Summer
4040,24,7,"Canoeing Men's Canadian Doubles, 1,000 metres",2000,Summer
4041,24,10,"Canoeing Men's Canadian Singles, 500 metres",2008,Summer
4042,5,19,Athletics Men's 800 metres,1928,Summer
4043,2,15,Judo Men's Half-Heavyweight,1988,Summer
4044,13,20,"Wrestling Men's Welterweight, Greco-Roman",1976,Summer
4045,13,21,"Wrestling Men's Welterweight, Greco-Roman",1980,Summer
4046,18,2,"Equestrianism Mixed Dressage, Team",2012,Summer
4047,20,3,Boxing Men's Heavyweight,1920,Summer
4048,5,4,Athletics Men's High Jump,1924,Summer
4049,8,7,Sailing Men's Windsurfer,2000,Summer
4050,6,6,Swimming Men's 200 metres Breaststroke,1952,Summer
4051,16,3,Rowing Men's Coxed Eights,1920,Summer
4052,5,5,Athletics Men's Long Jump,1932,Summer
4053,6,18,Swimming Women's 100 metres Backstroke,1960,Summer
4054,16,3,Rowing Men's Coxed Pairs,1920,Summer
4055,13,19,"Wrestling Men's Lightweight, Greco-Roman",1928,Summer
4056,9,5,Gymnastics Men's Team All-Around,1984,Summer
4057,19,2,"Shooting Men's Running Target, Single Shot",1908,Summer
4058,9,10,Gymnastics Women's Horse Vault,2008,Summer
4059,18,18,"Equestrianism Mixed Jumping, Individual",1960,Summer
4060,30,22,Volleyball Men's Volleyball,1964,Summer
4061,13,1,"Wrestling Men's Super-Heavyweight, Freestyle",1992,Summer
4062,38,7,Triathlon Men's Olympic Distance,2000,Summer
4063,22,20,Cycling Men's Sprint,1976,Summer
4064,6,11,Swimming Women's 400 metres Individual Medley,2016,Summer
4065,24,7,"Canoeing Women's Kayak Singles, Slalom",2000,Summer
4066,5,5,Athletics Men's Pole Vault,1984,Summer
4067,12,16,Weightlifting Men's Featherweight,1936,Summer
4068,5,23,Athletics Men's High Jump,1904,Summer
4069,6,4,Swimming Women's 100 metres Freestyle,1924,Summer
4070,6,4,Swimming Women's 4 x 100 metres Freestyle Relay,1924,Summer
4071,5,2,"Athletics Men's 3,200 metres Steeplechase",1908,Summer
4072,12,7,Weightlifting Women's Lightweight,2000,Summer
4073,5,5,Athletics Women's 400 metres Hurdles,1984,Summer
4074,5,21,Athletics Women's Pentathlon,1980,Summer
4075,13,22,"Wrestling Men's Welterweight, Greco-Roman",1964,Summer
4076,13,14,"Wrestling Men's Middleweight, Greco-Roman",1972,Summer
4077,17,12,"Fencing Women's epee, Individual",2004,Summer
4078,20,5,Boxing Men's Heavyweight,1932,Summer
4079,5,16,Athletics Men's Shot Put,1936,Summer
4080,5,7,"Athletics Men's 3,000 metres Steeplechase",2000,Summer
4081,10,9,Art Competitions Mixed Music,1912,Summer
4082,5,13,Athletics Women's High Jump,1968,Summer
4083,20,16,Boxing Men's Bantamweight,1936,Summer
4084,13,10,"Wrestling Men's Welterweight, Freestyle",2008,Summer
4085,16,1,Rowing Women's Coxless Fours,1992,Summer
4086,16,1,Rowing Women's Coxed Eights,1992,Summer
4087,5,19,Athletics Men's Pole Vault,1928,Summer
4088,19,4,"Shooting Men's Trap, Team",1924,Summer
4089,39,2,Rugby Men's Rugby,1908,Summer
4090,12,1,Weightlifting Men's Heavyweight I,1992,Summer
4091,12,8,Weightlifting Men's Heavyweight II,1996,Summer
4092,6,12,Swimming Men's 4 x 100 metres Freestyle Relay,2004,Summer
4093,6,4,Swimming Women's 200 metres Breaststroke,1924,Summer
4094,23,19,Diving Women's Platform,1928,Summer
4095,6,19,Swimming Women's 200 metres Breaststroke,1928,Summer
4096,5,17,Athletics Men's High Jump,1956,Summer
4097,6,9,Swimming Men's 100 metres Backstroke,1912,Summer
4098,16,2,Rowing Men's Lightweight Coxless Fours,2012,Summer
4099,5,2,Athletics Men's 100 metres,1908,Summer
4100,5,2,Athletics Men's 200 metres,1908,Summer
4101,2,22,Judo Men's Middleweight,1964,Summer
4102,6,15,Swimming Women's 200 metres Backstroke,1988,Summer
4103,16,14,Rowing Men's Double Sculls,1972,Summer
4104,6,8,Swimming Women's 800 metres Freestyle,1996,Summer
4105,24,12,"Canoeing Women's Kayak Doubles, 500 metres",2004,Summer
4106,24,10,"Canoeing Women's Kayak Doubles, 500 metres",2008,Summer
4107,5,1,Athletics Women's Discus Throw,1992,Summer
4108,8,2,Sailing Men's Two Person Dinghy,2012,Summer
4109,8,12,Sailing Women's Windsurfer,2004,Summer
4110,16,16,Rowing Men's Coxless Fours,1936,Summer
4111,5,7,Athletics Men's 50 kilometres Walk,2000,Summer
4112,41,4,Polo Men's Polo,1924,Summer
4113,5,2,Athletics Men's Shot Put,1908,Summer
4114,13,2,"Wrestling Men's Heavyweight, Greco-Roman",1908,Summer
4115,5,2,"Athletics Men's Javelin Throw, Freestyle",1908,Summer
4116,8,22,Sailing Mixed One Person Dinghy,1964,Summer
4117,25,2,"Tennis Men's Doubles, Covered Courts",1908,Summer
4118,25,9,"Tennis Men's Singles, Covered Courts",1912,Summer
4119,25,9,"Tennis Men's Doubles, Covered Courts",1912,Summer
4120,12,20,Weightlifting Men's Heavyweight,1976,Summer
4121,20,5,Boxing Men's Super-Heavyweight,1984,Summer
4122,6,17,Swimming Women's 100 metres Freestyle,1956,Summer
4123,6,18,Swimming Women's 100 metres Freestyle,1960,Summer
4124,6,18,Swimming Women's 400 metres Freestyle,1960,Summer
4125,6,18,Swimming Women's 4 x 100 metres Freestyle Relay,1960,Summer
4126,26,8,Modern Pentathlon Men's Individual,1996,Summer
4127,23,2,Diving Women's Synchronized Platform,2012,Summer
4128,8,11,Sailing Men's Skiff,2016,Summer
4129,18,3,"Equestrianism Men's Three-Day Event, Team",1920,Summer
4130,12,8,Weightlifting Men's Middleweight,1996,Summer
4131,23,12,Diving Women's Springboard,2004,Summer
4132,5,15,Athletics Women's Long Jump,1988,Summer
4133,19,10,Shooting Women's Skeet,2008,Summer
4134,18,5,"Equestrianism Mixed Dressage, Individual",1984,Summer
4135,18,5,"Equestrianism Mixed Dressage, Team",1984,Summer
4136,24,1,"Canoeing Men's Kayak Doubles, 1,000 metres",1992,Summer
4137,6,4,Swimming Men's 100 metres Backstroke,1924,Summer
4138,5,18,Athletics Men's Marathon,1960,Summer
4139,12,13,Weightlifting Men's Middle-Heavyweight,1968,Summer
4140,5,5,Athletics Women's Long Jump,1984,Summer
4141,5,3,Athletics Men's Discus Throw,1920,Summer
4142,5,19,Athletics Men's Javelin Throw,1928,Summer
4143,5,5,Athletics Men's Javelin Throw,1932,Summer
4144,3,23,Football Men's Football,1904,Summer
4145,16,19,Rowing Men's Coxed Fours,1928,Summer
4146,22,22,Cycling Men's Sprint,1964,Summer
4147,22,22,"Cycling Men's Tandem Sprint, 2,000 metres",1964,Summer
4148,23,17,Diving Women's Springboard,1956,Summer
4149,23,17,Diving Women's Platform,1956,Summer
4150,5,21,Athletics Women's Discus Throw,1980,Summer
4151,5,18,Athletics Women's 200 metres,1960,Summer
4152,19,4,Shooting Men's Trap,1924,Summer
4153,26,2,Modern Pentathlon Men's Individual,1948,Summer
4154,24,1,"Canoeing Men's Canadian Singles, 1,000 metres",1992,Summer
4155,5,5,"Athletics Men's 1,500 metres",1932,Summer
4156,21,2,Taekwondo Women's Heavyweight,2012,Summer
4157,21,11,Taekwondo Women's Welterweight,2016,Summer
4158,13,7,"Wrestling Men's Lightweight, Freestyle",2000,Summer
4159,6,12,Swimming Women's 100 metres Freestyle,2004,Summer
4160,23,14,Diving Men's Platform,1972,Summer
4161,6,20,"Swimming Men's 1,500 metres Freestyle",1976,Summer
4162,13,8,"Wrestling Men's Light-Heavyweight, Greco-Roman",1996,Summer
4163,13,7,"Wrestling Men's Heavyweight, Greco-Roman",2000,Summer
4164,16,12,Rowing Women's Double Sculls,2004,Summer
4165,2,10,Judo Women's Extra-Lightweight,2008,Summer
4166,20,17,Boxing Men's Flyweight,1956,Summer
4167,20,4,Boxing Men's Welterweight,1924,Summer
4168,19,2,"Shooting Men's Running Target, Double Shot",1908,Summer
4169,12,17,Weightlifting Men's Featherweight,1956,Summer
4170,21,10,Taekwondo Men's Heavyweight,2008,Summer
4171,5,13,Athletics Women's 400 metres,1968,Summer
4172,17,12,"Fencing Men's Sabre, Team",2004,Summer
4173,9,5,Gymnastics Men's Rope Climbing,1932,Summer
4174,8,10,Sailing Women's Two Person Dinghy,2008,Summer
4175,25,15,Tennis Women's Singles,1988,Summer
4176,25,15,Tennis Women's Doubles,1988,Summer
4177,12,5,Weightlifting Men's Super-Heavyweight,1984,Summer
4178,6,10,Swimming Men's 400 metres Freestyle,2008,Summer
4179,6,10,Swimming Men's 4 x 200 metres Freestyle Relay,2008,Summer
4180,22,4,Cycling Men's 25 kilometres,1900,Summer
4181,25,1,Tennis Women's Doubles,1992,Summer
4182,13,6,"Wrestling Men's Bantamweight, Freestyle",1952,Summer
4183,22,12,"Cycling Women's Individual Pursuit, 3,000 metres",2004,Summer
4184,22,12,Cycling Women's Points Race,2004,Summer
4185,22,10,Cycling Women's Points Race,2008,Summer
4186,18,8,"Equestrianism Mixed Three-Day Event, Individual",1996,Summer
4187,2,10,Judo Men's Heavyweight,2008,Summer
4188,13,11,"Wrestling Men's Welterweight, Freestyle",2016,Summer
4189,2,7,Judo Men's Middleweight,2000,Summer
4190,23,10,Diving Women's Synchronized Springboard,2008,Summer
4191,23,2,Diving Women's Platform,2012,Summer
4192,2,8,Judo Women's Lightweight,1996,Summer
4193,22,12,Cycling Men's 333 metres Time Trial,1896,Summer
4194,22,12,Cycling Men's 100 kilometres,1896,Summer
4195,16,8,Rowing Women's Single Sculls,1996,Summer
4196,16,7,Rowing Women's Quadruple Sculls,2000,Summer
4197,5,2,Athletics Women's 100 metres,1948,Summer
4198,6,9,Swimming Men's 4 x 200 metres Freestyle Relay,1912,Summer
4199,5,17,Athletics Men's Triple Jump,1956,Summer
4200,22,11,"Cycling Women's Mountainbike, Cross-Country",2016,Summer
4201,12,12,Weightlifting Women's Middleweight,2004,Summer
4202,17,15,"Fencing Women's Foil, Individual",1988,Summer
4203,17,15,"Fencing Women's Foil, Team",1988,Summer
4204,17,8,"Fencing Women's Foil, Team",1996,Summer
4205,17,7,"Fencing Women's Foil, Team",2000,Summer
4206,13,22,"Wrestling Men's Middleweight, Freestyle",1964,Summer
4207,20,21,Boxing Men's Light-Heavyweight,1980,Summer
4208,16,3,Rowing Men's Coxed Fours,1920,Summer
4209,20,5,Boxing Men's Middleweight,1984,Summer
4210,17,7,"Fencing Men's Sabre, Individual",2000,Summer
4211,17,7,"Fencing Men's Sabre, Team",2000,Summer
4212,12,6,Weightlifting Men's Middleweight,1952,Summer
4213,13,23,"Wrestling Men's Flyweight, Freestyle",1904,Summer
4214,10,16,"Art Competitions Mixed Architecture, Designs For Town Planning",1936,Summer
4215,19,5,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1984,Summer
4216,10,5,Art Competitions Mixed Literature,1932,Summer
4217,5,4,Athletics Men's Discus Throw,1900,Summer
4218,17,12,"Fencing Women's Foil, Individual",2004,Summer
4219,6,4,Swimming Women's 100 metres Backstroke,1924,Summer
4220,23,18,Diving Men's Platform,1960,Summer
4221,22,2,Cycling Men's Team Sprint,2012,Summer
4222,22,11,Cycling Men's Sprint,2016,Summer
4223,22,11,Cycling Men's Team Sprint,2016,Summer
4224,12,17,Weightlifting Men's Middleweight,1956,Summer
4225,22,20,"Cycling Men's Individual Pursuit, 4,000 metres",1976,Summer
4226,5,16,Athletics Women's Javelin Throw,1936,Summer
4227,5,6,Athletics Women's Javelin Throw,1952,Summer
4228,13,4,"Wrestling Men's Light-Heavyweight, Greco-Roman",1924,Summer
4229,19,12,"Shooting Men's Military Rifle, 200 metres",1896,Summer
4230,6,5,Swimming Men's 400 metres Individual Medley,1984,Summer
4231,22,16,"Cycling Men's 1,000 metres Time Trial",1936,Summer
4232,6,19,Swimming Women's 400 metres Freestyle,1928,Summer
4233,6,19,Swimming Women's 4 x 100 metres Freestyle Relay,1928,Summer
4234,6,5,Swimming Women's 400 metres Freestyle,1984,Summer
4235,6,5,Swimming Women's 800 metres Freestyle,1984,Summer
